symbol,mcap_cr
KPIL,20428.82
KPITTECH,22583.1
KPL,1697.81
KPRMILL,31797.81
KPT,177.12
KRANTI,80.75
KRBL,7960.83
KREBSBIO,127.83
KREONFIN,72.34
KRETTOSYS,42.29
KRIDHANINF,29.31
KRIFILIND,4.68
KRISHANA,3513.78
KRISHIVAL,873.48
KRISHNA,27.49
KRISHNACAP,12.46
KRISHNADEF,1564.36
KRITI,410.53
KRITIKA,165.56
KRITINUT,390.19
KRN,6098.0
KRONOX,478.3
KROSS,1244.61
KRRAIL,112.16
KRSNAA,1999.4
KRT,52761.13
KRUPALU,20.78
KRYPTONQ,54.46
KRYSTAL,819.41
KSB,14074.26
KSCL,4516.53
KSE,656.6
KSERASERA,39.51
KSHINTL,3621.63
KSHITIJPOL,50.51
KSK,24.17
KSL,3284.06
KSLIND,27.18
KSOILS,20.2
KSOLVES,687.11
KSR,59.3
KSSMART,2575.45
KTIL,73.92
KTKBANK,8731.27
KUANTUM,717.65
KUBERJI,5.86
KUMPFIN,11.23
KUNDANMM,1.83
KUNSTOFF,15.81
KUSHIND,10.52
KUSUMEL,0.12
KUWERIN,9.82
KVFORGE,143.31
KVSCASTING,105.87
KVTOYS,166.38
KWIL,6634.48
KZLFIN,5.98
LABELKRAFT,18.28
LACTOSE,128.21
LADDERUP,57.4
LADDU,11.16
LADIAMO,0.27
LAFFANSQ,23.66
LAGNAM,131.07
LAHL,12.7
LAHOTIOV,133.46
LAKESHORE,25.0
LAKHANI,46.82
LAKHOTIA,66.86
LAKPRE,5.79
LAKSELEC,192.3
LAKSHMIEW,136.8
LAKSHMIMIL,520.26
LAKSHMIO,18.89
LAL,130.91
LALPATHLAB,24629.53
LAMBODHARA,101.81
LANCER,262.74
LANCORHOL,181.05
LANDMARC,188.03
LANDMARK,1682.93
LANDSMILL,148.6
LAOPALA,2067.64
LASA,41.16
LASTMILE,243.0
LATENTVIEW,6968.33
LATIMMETAL,124.74
LATTEYS,125.42
LAURUSLABS,61936.89
LAXMICOT,25.71
LAXMIDENTL,1139.13
LAXMIINDIA,544.34
LAXMIPATI,166.67
LCCINFOTEC,57.67
LEADFIN,5.9
LEEL,11.13
LEENEE,44.08
LEHAR,406.64
LELAVOIR,65.17
LEMERITE,966.63
LEMONTREE,9448.32
LENSKART,85726.23
LERTHAI,41.05
LESHAIND,24.23
LESL,331.01
LEX,34.84
LEXGLOBAL,151.75
LEXORAA,6.97
LEXUS,50.0
LFIC,41.86
LGBBROSLTD,5496.6
LGBFORGE,160.8
LGEINDIA,102832.57
LGHL,1312.76
LGLL,61.81
LGT,51.53
LIBAS,29.3
LIBERTSHOE,426.92
LIBORD,8.79
LIBORDFIN,27.6
LICHSGFIN,29253.82
LICI,519009.81
LIKHAMI,346.71
LIKHITHA,751.73
LIMECHM,9.03
LINAKS,2.39
LINC,621.95
LINCOLN,1182.97
LINDEINDIA,58326.96
LINKPH,12.46
LINKSONI,29.97
LIOTECH,88.33
LIPPISYS,44.61
LKMEHTA,16.69
LKPSEC,133.89
LLFICL,121.69
LLOYDSENGG,7434.62
LLOYDSENT,8597.55
LLOYDSME,78615.8
LMW,15766.36
LODHA,92580.44
LOGICA,340.35
LOGICIEL,33.29
LOKESHMACH,441.04
LONGSPUR,9.82
LONTE,4.44
LOOKS,7.53
LORDSCHLO,364.56
LORDSHOTL,11.23
LORDSMARK,66.97
LOTUSCHO,938.66
LOTUSDEV,6844.29
LOTUSEYE,240.1
LOVABLE,107.51
LOYAL,188.77
LOYALTEX,104.25
LPDC,89.56
LSIND,2742.53
LT,546374.69
LTELEVATOR,380.98
LTF,70807.66
LTFOODS,13669.08
LTM,138927.28
LTTS,37673.28
LUDLOWJUT,280.33
LUMAXIND,5012.98
LUMAXTECH,10960.31
LUPIN,103590.38
LUXIND,3460.72
LUXURY,57.7
LWSKNIT,23.34
LXCHEM,3952.79
LYKALABS,229.65
LYKISLTD,89.36
LYNMC,18.31
LYONSCO,9.2
LYPSAGEMS,14.98
M&M,406922.61
M&MFIN,45963.42
MAAGHADV,571.98
MAAJTL,552.5
MAANALU,803.09
MACH,46.97
MACHLTD,267.14
MACIND,23.32
MACPLASQ,160.28
MACPOWER,994.94
MADALA,296.12
MADHAV,33.11
MADHAVIPL,242.65
MADHUCON,38.29
MADHUDIN,18.38
MADHURIND,2.63
MADHUSE,42.01
MADRASFERT,1114.35
MAFATIND,955.84
MAFIA,3.01
MAFLU,6.05
MAGADSUGAR,655.65
MAGANTR,12.78
MAGENTA,7.51
MAGNAELQ,418.52
MAGNUM,142.11
MAGNUS,32.33
MAHABANK,56079.61
MAHACORP,22.62
MAHALIFE,404.21
MAHALXSE,4.53
MAHANIN,4.49
MAHAPEXLTD,140.57
MAHASTEEL,1403.96
MAHAVEER,5.65
MAHAVIRIND,1.82
MAHEPC,329.62
MAHESH,5.11
MAHESHWARI,149.73
MAHIP,40.89
MAHLIFE,7441.59
MAHLOG,3642.96
MAHSCOOTER,14679.76
MAHSEAMLES,7835.02
MAHSHRE,0.58
MAIDEN,118.05
MAINFRA,108.33
MAITHANALL,2905.26
MAITRI,14.7
MAJESAUT,338.93
MAKERSL,85.05
MAL,19.06
MALLCOM,673.47
MALPANI,71.89
MALUPAPER,55.37
MAMATA,975.3
MANAKALUCO,226.07
MANAKCOAT,1201.86
MANAKSIA,389.63
MANAKSTEEL,412.84
MANALIPETC,967.47
MANAPPURAM,25180.3
MANAS,162.24
MANBA,602.9
MANBRO,426.34
MANCREDIT,374.46
MANGALAM,50.77
MANGALCOMP,67.78
MANGIND,129.75
MANGLAM,7.59
MANGLMCEM,2305.23
MANINDS,3387.59
MANINFRA,4409.16
MANIVENI,75.33
MANJEERA,45.03
MANKIND,91894.84
MANOJJEWEL,40.55
MANOMAY,376.34
MANORAMA,8290.47
MANORG,403.71
MANRAJH,21.94
MANSIFIN,24.86
MANTRA,49.06
MANUGRAPH,44.47
MANYAVAR,10518.69
MAPMYINDIA,5781.29
MAPROIN,41.33
MARALOVER,193.86
MARATHON,3087.78
MARBLE,273.65
MARBU,23.86
MARCLOIRE,33.17
MARG,18.35
MARGOFIN,30.07
MARICO,101409.73
MARINE,2893.44
MARIS,23.84
MARKOLINES,343.55
MARKSANS,8790.29
MARSONS,2411.47
MARUTI,440748.87
MASCH,0.76
MASFIN,5723.01
MASKINVEST,44.06
MASL,4.09
MASTEK,5331.17
MASTERTR,1048.62
MATHEWE,8.59
MATRIMONY,952.86
MAWANASUG,362.0
MAXESTATES,6576.76
MAXGROW,208.86
MAXHEALTH,99174.22
MAXHEIGHTS,19.64
MAXIMAA,4.87
MAXIMUS,137.17
MAXIND,832.57
MAYUR,10.36
MAYURFL,7.7
MAYURUNIQ,2590.49
MAZDA,414.78
MAZDOCK,98569.23
MBAPL,4309.01
MBECL,55.78
MBEL,1785.59
MBLINFRA,399.23
MCCHRLS-B,851.76
MCDHOLDING,96.9
MCFL,93.06
MCL,179.09
MCLEODRUSS,528.25
MCLOUD,1470.52
MCLTD,6.21
MCPL,111.01
MCX,68025.58
MDRC,109.23
MDRNSTL,18.5
MDRNSUT-B,2.25
MEAPL,53.75
MEDANTA,30820.53
MEDIAONE,25.15
MEDIASSIST,2793.88
MEDICAMEQ,393.18
MEDICAPQ,33.98
MEDICO,363.79
MEDPLUS,10223.39
MEERA,95.55
MEESHO,76013.33
MEFCOMCAP,53.43
MEGACOR,56.04
MEGAMONT,249.18
MEGASTAR,300.81
MEGFI,26.11
MEGRISOFT,26.83
MEHAI,105.54
MEHIF,15.24
MEHSECU,10.4
MEHUL,70.73
MEIL,800.07
MELSTAR,6.17
MENAMANI,91.14
MENNPIS,294.68
MENONBE,728.41
MEP,20.0
MERCANTILE,264.86
MERCATOR,25.41
MERCTRD,8.15
MERCURYEV,631.75
MERCURYLAB,94.45
MESCON,132.08
META,1415.84
METAINFO,160.96
METALCO,42.81
METHODHUB,190.71
METKORE,4.65
METROBRAND,28038.28
METROGLOBL,149.3
METROPOLIS,10159.89
METSL,73.82
MFLINDIA,15.18
MFML,25.43
MFSINTRCRP,6.67
MFSL,57325.32
MGEL,428.46
MGIL,21.27
MGL,10779.34
MHEL,24.9
MHLXMIRU,190.73
MHRIL,5294.32
MHSGRMS,4.93
MICEL,972.68
MICROSE,3.0
MIDEASTP,11.11
MIDHANI,6938.73
MIDINDIA,10.84
MIDPOLY,1.6
MIDWEST,5170.6
MIDWESTLTD,4805.2
MIHIKA,12.91
MIIL,1396.76
MIL,30.13
MILEFUR,26.4
MILESTONE,9.42
MILLENNIUM,8.09
MINALIND,48.73
MINAXI,7.56
MINDACORP,13469.53
MINDSPACE,30449.18
MINDTECK,651.87
MINID,217.42
MINOLTAF,14.54
MIRZAINT,454.92
MISHDESIGN,13.58
MISHKA,58.99
MISHKAFIN,68.1
MISHTANN,463.9
MISQUITA,53.06
MITCON,119.6
MITSHI,12.99
MITSU,161.35
MITTAL,21.82
MITTALSTL,36.77
MIVENMACH,24.4
MIZVEN,317.06
MKEXIM,221.03
MKPL,193.68
MKPMOB,39.32
MKTCREAT,6.59
MKVENTURES,371.7
MLINDLTD,6.35
MLKFOOD,147.5
MMFL,2148.66
MMLF,7.34
MMP,641.94
MMRUBBR-B,43.53
MMTC,9578.96
MMWL,1244.36
MNFL,202.62
MNIL,106.24
MNPLFIN,13.9
MOBAVENUE,1901.01
MOBIKWIK,1583.71
MODAIRY,95.18
MODEX,4.0
MODINATUR,479.77
MODINSU,1434.58
MODIPON,46.45
MODIRUBBER,311.72
MODIS,651.32
MODISONLTD,584.73
MODMA,400.2
MODRNSH,9.86
MODTHREAD,157.46
MODULEX,133.37
MODWOOL,5.77
MOHITE,51.43
MOHITIND,34.03
MOHITPPR,39.89
MOIL,6308.81
MOKSH,109.82
MOL,1315.08
MOLDTECH,372.98
MOLDTKPAC,1966.46
MONARCH,2289.47
MONEL,4.69
MONEYBOXX,444.36
MONGIPA,14.41
MONIKA,538.85
MONIND,10.72
MONOT,29.46
MONTECARLO,1158.69
MORARJEE,28.35
MORARKFI,26.34
MOREPENLAB,2283.73
MORGAN,55.87
MOSCHIP,3768.93
MOTHERSON,133108.66
MOTILALOFS,48128.5
MOTISONS,1323.14
MOTOGENFIN,92.06
MOUNT,9.53
MPAGI,5.88
MPCOSEMB,9.02
MPDL,26.95
MPFSL,18.78
MPHASIS,45444.65
MPILCORPL,25.44
MPKSTEELS,123.29
MPL,7.68
MPSLTD,2930.2
MRCAGRO,105.23
MRF,57207.32
MRMGAST,11.15
MRP,101.43
MRPL,29751.96
MRSS,4.39
MRTX,676.53
MRUTR,1420.69
MSAFE,285.15
MSCTC,60.12
MSECL,298.84
MSL,147.04
MSPL,1998.85
MSRINDIA,32.14
MSTCLTD,3336.43
MSUMI,27246.38
MTARTECH,14936.97
MTEDUCARE,11.32
MTL,104.56
MTNL,1898.11
MTPL,44.85
MUDRA,2.13
MUDUNURU,42.35
MUFIN,2004.37
MUFTI,555.65
MUKANDLTD,1907.76
MUKATPIP,23.46
MUKESHB,85.73
MUKKA,689.55
MUKTA,5.99
MUKTAARTS,127.06
MUL,130.43
MULLER,13.77
MULTIBASE,247.77
MULTIIN,6.17
MUNCAPM,111.74
MUNJALAU,820.0
MUNJALSHOW,506.66
MUNOTHFI,14.78
MURAE,42.24
MURUDCERA,195.93
MUTHOOTCAP,355.64
MUTHOOTFIN,138915.2
MUTHOOTMF,3061.35
MUZALI,5.8
MVGJL,794.07
MWL,1011.15
MYMONEY,70.04
MYSORPETRO,63.21
MYSPAPE,88.22
MYSTICELE,48.88
NACDAC,29.92
NACHKNIT,0.68
NACLIND,3657.45
NAGAFERT,249.78
NAGPI,196.6
NAGREEKCAP,34.35
NAGREEKEXP,79.84
NAGTECH,66.1
NAHARCAP,405.53
NAHARINDUS,455.66
NAHARPOLY,598.42
NAHARSPING,800.73
NAKODA,5.7
NAKSH,5.15
NAM,43.69
NAM-INDIA,61855.6
NANTA,180.43
NAPEROL,356.61
NAPL,103.12
NAPSGLOBAL,18.46
NARMADA,125.86
NARMADESH,80.71
NARMP,80.24
NARPROP,25.38
NATCAPSUQ,165.64
NATCOPHARM,17394.81
NATFIT,144.62
NATGENI,24.0
NATHBIOGEN,298.01
NATHIND,102.12
NATHUEC,8.0
NATIONALUM,70532.48
NATIONSTD,2782.16
NATPLAS,42.81
NATPLASTI,141.82
NATPLY,9.57
NATRAJPR,12.88
NATURAL,10.1
NATURO,5.52
NAUKRI,69213.63
NAVA,16867.96
NAVIGANT,26.55
NAVINFLUOR,33441.94
NAVKARCORP,1455.22
NAVKARURB,122.15
NAVNETEDUL,3162.72
NAVODAYENT,4.39
NAZARA,9992.23
NBCC,26182.47
NBFOOT,10.23
NBIFIN,575.16
NBL,107.58
NCC,9505.1
NCCBLUE,19.84
NCCFIN,0.63
NCLIND,825.94
NCLRESE,51.61
NCML,218.82
NDASEC,20.57
NDGL,259.05
NDL,386.35
NDLVENTURE,384.71
NDMETAL,20.56
NDRAUTO,1797.62
NDTV,911.91
NEAGI,202.62
NECCLTD,153.14
NECLIFE,260.39
NEELKAN,10.57
NEELKANTH,19.12
NEERAJ,20.26
NEETUYOSHI,407.96
NEIL,12.96
NELCAST,1076.14
NELCO,1532.47
NEOCORP,5.78
NEOGEN,3968.26
NEOINFRA,21.89
NEPHROPLUS,5745.33
NEPLOG,61.94
NESCO,8112.26
NESTLEIND,256387.95
NETLINK,47.93
NETPIX,10.31
NETRIPPLES,3.76
NETTLINX,41.33
NETWEB,21067.92
NETWORK18,5321.92
NEUEON,549.48
NEULANDLAB,18885.15
NEWGEN,7418.85
NEWINFRA,104.56
NEWLIGHT,12.04
NEWMKTAVE,8.37
NEWTRAC,33.69
NEXOME,79.81
NEXTMEDIA,31.8
NEXUSSURGL,10.26
NEXXUS,63.51
NEYCERI,5.5
NFL,3771.43
NGIL,55.36
NGIND,43.97
NGLFINE,1400.25
NH,37113.93
NHCFOODS,59.04
NHL,24.96
NHPC,78261.33
NIACL,25207.5
NIBE,1693.8
NIBL,74.63
NICCO,4.25
NICCOPAR,340.35
NICCOUCO,2.41
NIDHGRN,266.16
NIHARINF,6.97
NIITLTD,1028.53
NIITMTS,4264.54
NIJJER,9.3
NIKHILAD,351.16
NIKKIGL,7.32
NIKSTECH,20.8
NILACHAL,80.36
NILAINFRA,318.98
NILASPACES,535.23
NILE,493.58
NILKAMAL,1967.4
NIMBSPROJ,399.44
NINSYS,868.73
NIPPOBATRY,262.3
NIRAJ,180.23
NIRAJISPAT,13.56
NIRAVCOM,28.63
NIRLON,4887.35
NIRMITEE,44.74
NISMGMT,112.75
NISUS,548.62
NITCO,2040.93
NITINCAST,281.37
NITINFIRE,53.19
NITINSPIN,2333.17
NITIRAJ,202.32
NITTAGELA,948.81
NIVABUPA,14420.81
NIVAKA,15.55
NIWASSP,2.82
NIYOGIN,488.23
NKIND,39.25
NLCINDIA,39990.05
NLFL,29.41
NMDC,74365.59
NMSGLOBAL,23.14
NNTL,10.58
NOBPOL,1.19
NOCIL,2620.72
NOGMIND,3.2
NOIDATOLL,76.93
NOL,37.0
NORBTEAEXP,129.27
NORRIS,14.02
NORTHARC,4216.61
NORTHLINK,9.8
NOUVEAU,8.74
NOVAAGRI,271.71
NOVARTIND,2558.46
NOVATEOR,19.12
NOVELIX,107.86
NOVIS,45.23
NOVUS,236.52
NPFL,14.81
NPL,270.99
NPRFIN,14.48
NPST,2604.83
NRAIL,765.75
NRBBEARING,2930.33
NRINTER,5.34
NRL,396.53
NSBBPO,149.15
NSDL,18135.44
NSIL,2949.85
NSL,205.32
NSLNISP,12323.16
NTCIND,238.02
NTPC,360545.68
NTPCGREEN,82152.54
NUCLEUS,2147.04
NUKLEUS,82.52
NURECA,258.78
NUTECGLOB,7.97
NUTEK,4.48
NUTRA,7.16
NUTRICIRCLE,357.67
NUVAMA,25370.9
NUVOCO,11452.76
NUWAY,35.46
NVENTURES,50.13
NWIL,803.83
NXST,23869.08
NYKAA,75121.38
NYSSACORP,7.45
OAL,974.94
OASIS,1.0
OASISEC,28.77
OBCL,116.79
OBEROIRLTY,58172.43
OCCLLTD,498.63
OCEANIC,68.65
OCTAL,10.78
OCTAVE,14.72
OCTAVIUSPL,13.19
OCTAWARE,25.59
ODIGMA,81.97
ODYCORP,59.43
ODYSSEY,77.31
OFSS,71002.82
OIL,75874.34
OILCOUNTUB,270.41
OIVL,20.21
OKPLA,187.83
OLAELEC,15198.03
OLATECH,69.78
OLECTRA,9453.92
OLPCL,4.93
OLYMPTX,18.61
OLYMTFI,2.07
OLYOI,7.33
OMAXAUTO,310.93
OMAXE,1411.23
OMEAG,7.63
OMEGAIN,223.81
OMFREIGHT,284.21
OMINFRAL,839.71
OMKAR,4.6
OMKARCHEM,9.15
OMKARPH,27.9
OML,16.26
OMNI,4692.78
OMNIAX,4.01
OMNIPOTENT,2.39
OMNITEX,288.15
OMPOWER,633.36
ONEGLOBAL,861.93
ONELIFECAP,61.38
ONEPOINT,1457.79
ONESOURCE,17806.56
ONGC,338167.71
ONIDA,1151.22
ONIXSOLAR,2013.97
ONMOBILE,546.48
ONTIC,12.4
ONWARDTEC,613.99
OONE,7.77
OPCHAINS,21.04
OPTIEMUS,3629.3
OPTIFIN,103.78
OPTOCIRCUI,53.51
ORBTEXP,464.38
ORCHASP,76.52
ORCHPHARMA,3489.74
ORGANICREC,205.25
ORGCOAT,21.1
ORIBEVER,44.43
ORICONENT,998.42
ORIENTALTL,49.55
ORIENTBELL,438.68
ORIENTCEM,3015.29
ORIENTCER,488.99
ORIENTELEC,3765.71
ORIENTHOT,1834.63
ORIENTLTD,64.28
ORIENTPPR,394.13
ORIENTTECH,1349.12
ORIENTTR,38.54
ORIRAIL,928.76
ORISSAMINE,2481.04
ORISSASP,653.59
ORKLAINDIA,8266.26
OROSMITHS,21.49
ORTEL,5.35
ORTINGLOBE,12.31
OSCARGLO,5.82
OSEASPR,0.36
OSIAHYPER,129.69
OSIAJEE,231.01
OSWALAGRO,636.9
OSWALEA,3.4
OSWALGREEN,681.46
OSWALOR,162.63
OSWALPUMPS,4351.65
OSWALSEEDS,114.59
OSWAYRN,6.84
OTCO,10.94
OVAL,115.19
OVOBELE,145.62
OXFORDIN,7.71
OXYGENTAPH,196.38
PACE,37.06
PACEDIGITK,3823.02
PACIFICI,95.96
PACT,7.54
PADALPO,8.38
PADAMCO,33.64
PADMAIND,5.39
PADMALAYAT,7.13
PAGEIND,39467.46
PAISALO,3823.54
PAJSON,442.11
PAKKA,405.15
PALASHSECU,95.56
PALCO,51.32
PALMJEWELS,17.14
PALREDTEC,48.33
PANABYTE,18.56
PANACEABIO,2394.46
PANACHE,524.22
PANAENERG,223.67
PANAFIC,25.51
PANAMAPET,1839.5
PANCARBON,227.14
PANCHMAHQ,597.43
PANCHSHEEL,152.22
PANCM,96.05
PANELEC,13.72
PANHR,45.4
PANIDPR,8.94
PANINDIAC,23.4
PANJON,39.06
PANKAJPO,34.42
PANORAMA,1105.48
PANSARI,505.77
PANTH,42.24
PAOS,31.37
PAR,112.54
PARACABLES,1349.36
PARADEEP,12889.69
PARAGMILK,2838.42
PARAGONF,21.35
PARAS,6257.23
PARASPETRO,72.38
PARENTLD,10.11
PARKERAC,7.84
PARKHOSPS,9162.38
PARKHOTELS,2580.64
PARLEIND,35.6
PARMAX,13.87
PARMCOS-B,17.32
PARMESHWAR,246.21
PARMSILK,35.33
PARNAXLAB,154.1
PARSHVA,170.73
PARSHWANA,28.5
PARSOLI,48.6
PARSVNATH,295.53
PARVATI,115.09
PASARI,9.69
PASHUPATI,1425.61
PASUFIN,6.12
PASUPTAC,468.07
PASUSPG,27.49
PATANJALI,52391.77
PATELCHEM,196.5
PATELENG,2743.77
PATELRMART,644.52
PATELSAI,147.64
PATIDAR,4.66
PATINTLOG,83.38
PATRON,5.62
PATSPINLTD,23.13
PAUSHAKLTD,1174.92
PAVNAIND,269.32
PAYTM,72425.29
PBAINFRA,13.95
PBFL,0.98
PBGLOBAL,0.16
PBMPOLY,37.27
PCBL,11219.14
PCCOSMA,88.76
PCJEWELLER,7161.92
PCL,33.48
PCS,42.78
PDMJEPAPER,783.66
PDSL,4383.82
PEARLPOLY,32.01
PECOS,36.34
PEETISEC,7.68
PEIL,32.51
PENIND,2243.94
PENINLAND,606.98
PEOPLIN,4.04
PERFEPA,54.54
PERMAGN,710.94
PERSISTENT,83249.34
PERVASIVE,865.36
PESB,393.16
PETPLST,6.17
PETRONET,42156.51
PFC,137600.91
PFIZER,21712.11
PFL,60.57
PFLINFOTC,3.7
PFOCUS,20668.42
PFS,1976.02
PGCRL,32.91
PGEL,15406.21
PGFOILQ,265.37
PGHH,34227.9
PGHL,8923.84
PGIL,7324.2
PHARMAID,121.88
PHCAP,199.95
PHOENIXLTD,62294.06
PHOENXINTL,54.8
PHOSPHATE,51.16
PHOTON,23.97
PHOTOQUP,8.85
PHRMASI,66.45
PHYTO,10.75
PICCADIL,5695.56
PICCASUG,84.3
PICTUREHS,38.48
PIDILITIND,147107.29
PIGL,202.24
PIIND,45536.63
PILANIINVS,5080.8
PILITA,194.66
PINCON,32.18
PINEANIM,709.12
PINELABS,21231.13
PIONAGR,11.13
PIONEEREMB,79.33
PIONRINV,129.35
PIOTEX,22.94
PIPAN,228.3
PIRAMALFIN,41949.96
PITHP,5.58
PITTIENG,3282.19
PIXTRANS,2017.15
PJL,112.56
PKTEA,240.24
PLASTIBLEN,407.06
PLATIND,1232.0
PLAZACABLE,181.2
PMCFIN,134.64
PML,166.36
PMTELELIN,12.19
PNB,131611.2
PNBGILTS,1402.71
PNBHOUSING,24094.9
PNC,32.12
PNCINFRA,5446.39
PNGJL,7879.7
PNGSREVA,1223.19
PNTKYOR,23.93
POBS,22.55
POCL,3852.02
PODDARHOUS,31.08
PODDARMENT,259.81
POEL,552.07
POKARNA,2739.08
POLICYBZR,73571.12
POLOHOT,20.53
POLSON,150.08
POLYCAB,123520.03
POLYCHEM,81.69
POLYCHMP,28.51
POLYCON,11.85
POLYLINK,42.82
POLYMAC,7.62
POLYMED,14890.72
POLYPLEX,2735.57
POLYSPIN,30.34
POLYTEX,7.12
PONNIERODE,246.27
POOJA,24.4
POOJAENT,435.88
POONADAL,37.21
POONAWALLA,35562.55
POPEES,154.36
POPULARES,24.13
PORWAL,79.98
POWERGRID,271274.97
POWERICA,6393.2
POWERINDIA,121537.76
POWERMECH,7253.02
PPAP,299.28
PPARIVAH,258.45
PPL,508.7
PPLPHARMA,21333.42
PQIF,685.94
PRABHA,2227.67
PRABHATAM,42.04
PRABHAVIN,2.26
PRABHHANS,21.18
PRADHIN,20.83
PRADPME,637.0
PRAENG,153.88
PRAGBOS,13.62
PRAJIND,6179.2
PRAKASH,2423.9
PRAKASHSTL,79.48
PRARUH,74.04
PRATIBHA,17.18
PRATIK,43.25
PRATIKSH,10.78
PRAVEG,675.9
PRAXIS,140.37
PRECAM,1382.6
PRECISIO,220.97
PRECOT,649.6
PRECWIRE,6108.55
PREMCAP,26.85
PREMCAPM,5.37
PREMCO,136.85
PREMEXPLN,2910.22
PREMIER,9.06
PREMIERENE,40559.86
PREMIERPOL,572.1
PREMPIPES,1.9
PREMSYN,7.26
PRERINFRA,91.15
PRESSURS,17.61
PRESTIGE,60903.0
PREVEST,507.04
PRICOLLTD,7068.22
PRIMAGR,8.62
PRIMAIN,19.61
PRIMECAPM,6.22
PRIMEFRESH,330.53
PRIMEPRO,41.72
PRIMESECU,951.75
PRIMEURB,22.5
PRIMIND,87.79
PRIMO,532.36
PRINCEPIPE,2819.99
PRISMFN,17.53
PRISMMEDI,15.78
PRISMX,27.88
PRITHVIEXCH,94.81
PRITI,60.58
PRITIKAUTO,227.77
PRIVISCL,11885.33
PRIYALT,6.7
PROCAL,0.35
PROCLB,18.1
PRODOCS,134.64
PROFINC,222.22
PROGREXV,10.05
PROMACT,6.53
PROMAX,42.93
PROSTARM,871.92
PROTEAN,2403.58
PROZONER,790.63
PRSMJOHNSN,6310.84
PRSNTIN,7.17
PRUDENT,10682.41
PRUDMOULI,53.56
PSB,17921.41
PSITINFRA,7.43
PSPL,17.29
PSPPROJECT,3088.37
PTC,5282.29
PTCIL,25891.58
PTIL,107.06
PTL,520.27
PULSRIN,51.47
PUNCTRD,51.25
PUNJABCHEM,1297.29
PUNJCOMMU,63.75
PUNJLLOYD,74.84
PURETROP,136.86
PURITY,0.45
PUROHITCON,6.17
PURPLE,4.46
PURPLEFIN,349.08
PURPLEWAVE,108.37
PURSHOTTAM,27.13
PURVA,5106.42
PVP,770.94
PVRINOX,9770.01
PVSL,721.46
PVVINFRA,64.59
PWASML,24.36
PWL,30701.69
PYRAMID,583.5
PYXISFIN,11.23
QGO,28.61
QLL,419.0
QMSMEDI,198.85
QPOWER,7539.09
QRIL,19.62
QUADFUTURE,1265.15
QUADRANT,21.89
QUANTDIA,6.18
QUASAR,13.33
QUESS,3088.3
QUESTCAP,267.19
QUESTFLOW,199.36
QUICKHEAL,984.21
QUINT,183.68
QUINTEGRA,4.23
RAAJMEDI,118.56
RACE,201.34
RACHIT,73.63
RACLGEAR,1473.83
RACONTEUR,9.61
RADAAN,14.71
RADHEDE,91.61
RADHIKAJWE,750.26
RADIANTCMS,442.53
RADICO,41393.09
RADIOCITY,209.65
RADIXIND,279.36
RAFL,63.2
RAGHUNAT,5.68
RAGHUSYN,402.86
RAGHUTOB,17.84
RAILTEL,10184.63
RAIN,5015.84
RAINBOW,12775.61
RAINBOWDQ,4.57
RAINBOWF,228.04
RAINBOWPAP,4.99
RAJABAH,119.15
RAJESH,1629.43
RAJESHEXPO,3776.91
RAJINFRA,2.19
RAJKOTINV,4.26
RAJKSYN,25.17
RAJMET,107.95
RAJNISH,48.22
RAJOOENG,1080.5
RAJPACK,13.86
RAJPALAYAM,739.38
RAJPUTANA,10.55
RAJRATAN,2180.03
RAJRILTD,1186.02
RAJSEC,323.61
RAJSPTR,18.66
RAJSREESUG,103.73
RAJTUBE,91.4
RAJTV,153.83
RAJVI,9.21
RAJVIR,3.35
RAL,12.19
RALEGRA,48.09
RALLIS,4942.11
RAMANEWS,464.68
RAMAPETRO,19.71
RAMAPHO,480.18
RAMAPPR-B,13.33
RAMASIGNS,2.86
RAMASTEEL,1024.3
RAMAVISION,147.15
RAMCOCEM,23572.28
RAMCOIND,2514.52
RAMCOSYS,1760.34
RAMGOPOLY,28.15
RAMINFO,45.86
RAMKY,3257.0
RAMRAT,3301.21
RAMSONS,28.55
RANASUG,187.79
RANCC,3.1
RANDER,12.58
RANEHOLDIN,1831.36
RANJEET,25.69
RANJITSE,18.7
RAP,20.89
RAPICUT,86.77
RAPID,50.7
RAPIDIN,17.69
RASANDIK,37.16
RASIELEC,41.27
RASRESOR,17.68
RASSIREF,8.3
RATEGAIN,7399.21
RATHIBAR,39.07
RATHIGRA,1.59
RATHIST,181.19
RATNABHUMI,324.1
RATNAKAR,0.03
RATNAMANI,16870.52
RATNAVEER,1055.67
RAUNAQ,15.58
RAVALSUGAR,31.9
RAVEL,110.7
RAWEDGE,19.14
RAYALEMA,63.1
RAYMOND,2950.0
RAYMONDLSL,5149.86
RAYMONDREL,3262.12
RBA,3821.8
RBLBANK,19961.92
RBZJEWEL,531.71
RCAN,23.04
RCCEMEN,8.01
RCCL,11.16
RCF,7099.92
RCL,4.47
RCOM,266.87
RDBIPL,877.31
RDBRL,288.99
RDEL,31.27
RDGAIL,94.09
REALECO,47.14
RECLTD,92824.16
RECODE,211.2
REDINGTON,18990.31
REDTAPE,6939.46
REETECH,12.83
REFEX,3473.07
REFEXRENEW,128.91
REGAAL,762.39
REGAL,14.25
REGANTO,140.48
REGENCERAM,114.97
REGENCY,241.19
REGENTRP,19.74
REGIS,62.97
RELAXO,8282.6
